,ku
0,あきのみつ	まくらゆふのの	いくたかは
2790,うくひすも	さへつるのへや	かすむらむ
2791,えたたるる	はなはかすみの	をささにて
2792,おもひわひ	いつるもくるし	あきのそら
2793,かすみふく	あらしにのこる	よはのつき
2794,きのふかも	こてふのはるは	あきのかせ
2795,くもきりや	きのかはかみを	へたつらむ
2796,けふもまた	みやこのそらや	さひしくて
2797,こぬほとは	こころもかへる	あきかせに
2798,さみたれの	ころはよとのに	ふねさして
2799,しろたへの	つきとほさかり	やまこえて
2800,すゑさかえ	もとたちはなの	えたはかな
2801,せみのなく	のたつやまなみ	はるくちて
2802,そめそめて	こからしになる	しくれかな
2803,たれもみな	しつかによりは	なけくなよ
2804,ちきれたた	あためくはうき	ひとこころ
2805,つまきとる	ふもとのをかは	こほりとち
2806,てらせつき	おとろかしまの	うらふれて
2807,ともをかす	ひとのこころは	ねやまくら
2808,なかれきは	こころつくしの	このまかな
2809,にはのおもね	つゆもひとしき	もみちかな
2810,ぬれきぬを	ほすやなみたの	あきのくれ
2811,ねてゆくに	こひしからすや	こひのみち
2812,のちのよは	けふりのうちを	すみかにて
2813,はなにさへ	そむくこころの	いろもなし
2814,ひとりねの	うきをたよりに	いましりて
2815,ふたみちは	こなたかなたは	なかりけり
2816,めくりありて	なかすやこほり	すみのそて
2817,ほとけにも	かはらぬこそは	こころなれ
2818,まつはなほ	もみちぬとしの	すゑはかな
2819,みのさむき	たひにすみこし	ふみやこゑ
2820,むすへつゆ	ささのちくさの	しけるのに
2821,めつらしき	ひとにけふとけ	はなのひも
2822,もろともに	よのうきひとや	たたさらむ
2823,らうつつく	ちまたのすゑに	ひはくれて
2824,りこちた	くむひはかりも	うちとけて
2825,るまにやは	ちりてかはらむ	たにのみつ
2826,れむかをは	なほいくかをも	わかさらむ
2827,ろけみ	このはくちはの	いはねまつ
2828,わくらはの	にひしまもりの	うらやまし
2829,あたなるは	ちきりはかなく	なれるよに
2830,いねかての	いはにおもひの	いろきえて
2831,うのはなに	このしたはるる	やまちかな
2832,えらひおく	そのあききりや	のこすらむ
2833,おくれしの	ちきりくやしく	のこるみに
2834,かたふける	まつのはつたひ	はなおちて
2835,きのふみし	はなかとりなく	あさかすみ
2836,くさふきの	あたりはまとふ	つてもなし
2837,けさのあさけ	ゆきやきえまに	なりぬらむ
2838,こゑはして	すかみはひとの	こころにて
2839,さみたれの	ひころのなこり	けふはれて
2840,したにはな	ちりくもなから	したもえて
2841,すみよしや	うみへよふかき	なみのうへ
2842,せみのこゑ	くはのいりゐの	かはくちに
2843,そらにみて	こえにしあとの	ゆきもをし
2844,たひなから	ふるさとむらむ	わすれくさ
2845,ちりそなき	ゆきやちさとの	みつかさき
2846,つもれかし	よこちのそての	やまさくら
2847,てもふれぬ	ふるゐならめや	わするらむ
2848,となふれは	なきをならひの	よのなかに
2849,なかつきは	このはぬるこそ	やすからね
2850,にほひかは	あきのはなのの	あさくもり
2851,ぬきおける	ゆふからあをむ	いろなれや
2852,ねてたにも	たかくなりゆく	よものはる
2853,のちのよの	ねかひたになと	かたからむ
2854,はるはくれぬ	ほとときすはた	はつねかな
2855,ひとかよふ	さとのあはひの	あけはなれ
2856,ふるかはや	くもはゆふへの	そらならむ
2857,めつらしき	ひともなきまて	さとはあれて
2858,ほとけにも	こけよわりゆく	みやとほみ
2859,まつのはの	みとりもふかき	ふしみやま
2860,みちなくて	とめるをいかか	みえつらむ
2861,むれきつつ	あたりをとはは	ふるゆきに
2862,めくりてや	おなしねさめに	またるらむ
2863,ものおもはは	またいにしへの	きぬきぬに
2864,らうかはし	かみなりとよむ	あまのはら
2865,りきてみる	はなのさかりの	あさかすみ
2866,るりいろの	あまのまさまに	つゆおちて
2867,れいならて	おこせせよとや	みたのすゑ
2868,ろきそと	おもひしとこは	かりまくら
2869,わかるれは	ましらふるみも	なきものを
2870,あはれとも	われをたえせぬ	わかこころ
2871,いまはたた	ちきりかたみに	わかこころ
2872,うけかても	なみたにくつる	ものおもひ
2873,えたそひて	はなににほへる	しものまつ
2874,おきつふね	あとやはなにも	たちぬらむ
2875,かうろうは	くものうちより	あらはれて
2876,きさらきや	あけはなれたる	あきのそら
2877,くさふきに	たまかすそはぬ	にしきかな
2878,けさのまの	ちりしくはなの	くもゐかな
2879,ことのはの	くちぬをいはに	かきつけて
2880,さはみつの	けふりはしもの	のをなれや
2881,しのふかた	なほありあけに	おきつふね
2882,すかはらや	ふしみのゆめの	さむるよに
2883,せみのはの	なみやたもとに	かりやしろ
2884,そてのつき	きこのまかはの	ゆふまくれ
2885,たのしむや	けふやかみよの	はなのとも
2886,ちるはなは	かせあらはなる	はなのかけ
2887,つつおもふ	をたのむなつく	やまかくれ
2888,てならすも	またはいつとか	やすからむ
2889,とさしせぬ	みよにもたたく	くひなかな
2890,なひくのは	よるやあらしの	けささむみ
2891,にほひけり	をりしくききの	はつしくれ
2892,ぬさとのみ	むすほほれしよ	はるのこゑ
2893,ねかふこそ	つねにけなるも	こひしけれ
2894,のかれえは	こころもそめよ	すみのそて
2895,はなはわか	かさしをりける	おいきかな
2896,ひさかたの	とりへしものを	かりのいほ
2897,ふかきよの	ともしひかをる	うめさきて
2898,めもかすみ	たのめぬやとに	うきこころ
2899,ほしまつる	いけもけふには	ちるかはな
2900,まとろむを	ゆめにとひくる	ひとやみむ
2901,みれはなほ	かすまぬつきの	こほりかな
2902,むかひゐし	いささへつきの	みやこひと
2903,めつらしき	ひとふしもなき	やまとうた
2904,もろこしも	あきのしくれに	おとろへて
2905,らうかはす	ひともふしみの	ゆふつくよ
2906,りうくひすの	こゑききなから	なかきひに
2907,るきても	ふかきゆふへの	やすらひに
2908,れいならは	みやこのはかた	やまのかけ
2909,ろきその	きみかことはや	かくすらむ
2910,わかあたの	たみのみゆきは	すみつきて
2911,あめののち	はなもくもゐの	のをわけて
2912,いせのうみや	うしとてきみや	わするらむ
2913,うきはしや	こえてなかるる	はるのみつ
2914,えにしとて	いはねのつきは	なつもなし
2915,おほふねの	かかみのうちの	いかならむ
2916,かすむらし	けさやはきえむ	みねのゆき
2917,きぬたにも	かへすかねさし	かたいはり
2918,くひななく	よはよひのまの	あさとかな
2919,けさもふれ	みやこはつきの	きたしくれ
2920,このころの	にはにならはぬ	はるのあめ
2921,さきたつや	まつをはいかか	わするらむ
2922,しくるとも	みしやゆふひの	したもみち
2923,すすしさや	けさかたいとの	つきさめて
2924,せみやこゑ	つきあるやとの	したもみち
2925,そめてまた	しくれやあらふ	うすもみち
2926,たなひくを	はるののかみは	よるならし
2927,ちとせもと	わかゆゑならす	すみのそて
2928,つゆのまに	としをかかみの	おもかはり
2929,てならふも	いはけなきみは	いかにせむ
2930,とはるるも	はるのよたのむ	ちきりにて
2931,なみもなき	おきあかれたる	おとはやま
2932,にはにふれ	まつやはかはる	みねのゆき
2933,ぬれきぬを	ほせやなみたの	かはやしろ
2934,ねになきて	すよりわかるる	とりのこゑ
2935,のちのよは	たれかみならむ	わかおもひ
2936,はかせにや	さわきてかけて	すきぬらむ
2937,ひとつても	なひくはたれか	みえつらむ
2938,ふりつつく	そらかとりなく	あさひかけ
2939,めてたきを	わかみのうへに	ならへたた
2940,ほりえこく	をふねしまこを	しはしみて
2941,まつはたた	いろなるほかの	こすゑかな
2942,みやこやは	ひとのたちよる	みかのつき
2943,むしのねの	ののみやところ	さひしきに
2944,めつらしき	のやおもかけそ	つくもかみ
2945,ものみする	けふのいそやま	さはるなよ
2946,らうかはの	せきにこゑする	こゑすみて
2947,りうすいを	それともひとの	はるかへて
2948,るれはつま	ゐてかたからぬ	あきのひに
2949,れいならす	なれはかせさへ	ふくかなし
2950,ろこかけ	けふはちすくる	しひかもと
2951,わかこころ	いつれとかはむ	ものかたり
2952,あさかほを	いひなくさめに	たのめたた
2953,いひかての	かきりをりなれ	みちもかな
2954,うきなから	なれしみをやは	なけくらむ
2955,えたのこも	すくるをしへの	うらみにて
2956,おもひやる	むかしのあとの	やまそなれ
2957,かかれとは	ちきらぬつゆの	いのちにて
2958,きえてこそ	ふりぬるあとの	ものおもひ
2959,くちてけり	たかにしききそ	したもみち
2960,けさしもあれ	はつかりかねを	きくのつゆ
2961,こゆるひも	いそやまかけの	ふるみやに
2962,さもあらは	あれともみちも	なからめや
2963,しかのねや	まれのなみたに	こたかまし
2964,すむやなほ	したふはつゆの	ふすからし
2965,せきいるる	むかひのみねの	うすかすみ
2966,そめそなき	しくれをきくは	にほひかな
